query,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
wind the casting,https://www.atlasobscura.com/places/wave-rock,https://www.atlasobscura.com/places/robert-doll,https://www.atlasobscura.com/places/james-tellen-woodland-sculpture-garden,https://www.atlasobscura.com/places/hard-luck-mine-castle,https://www.atlasobscura.com/places/house-in-the-loire,https://www.atlasobscura.com/places/abandoned-hang-gliding-launch-pad,https://www.atlasobscura.com/places/laeken-cemetery-crypt,https://www.atlasobscura.com/places/stanage-edge,https://www.atlasobscura.com/places/carting-lane-sewer-gas-lamp,https://www.atlasobscura.com/places/the-lorenbahn-nordstrand-germany,https://www.atlasobscura.com/places/campanopolis,https://www.atlasobscura.com/places/the-generator-sparks-nevada,https://www.atlasobscura.com/places/bahia-palace,NA,NA
lotteries sandstone environment,https://www.atlasobscura.com/places/wave-rock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winchester house chacon,https://www.atlasobscura.com/places/winchester-mystery-house,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
invented conduct spirits,https://www.atlasobscura.com/places/winchester-mystery-house,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
included top front,https://www.atlasobscura.com/places/winchester-mystery-house,https://www.atlasobscura.com/places/summerhouse,https://www.atlasobscura.com/places/cheesewright-studios-building,https://www.atlasobscura.com/places/spadra-cemetery,https://www.atlasobscura.com/places/sallie-ann-jarrett,https://www.atlasobscura.com/places/st-nicholas-church-danse-macabre,https://www.atlasobscura.com/places/proud-raven-totem-pole,https://www.atlasobscura.com/places/park-grove-manor,https://www.atlasobscura.com/places/carting-lane-sewer-gas-lamp,https://www.atlasobscura.com/places/crich-stand,https://www.atlasobscura.com/places/dyffryn-ardudwy-burial-chambers,https://www.atlasobscura.com/places/junkmans-daughter,https://www.atlasobscura.com/places/ye-olde-curiosity-shop,https://www.atlasobscura.com/places/the-imperial-war-museum-london-london-england,https://www.atlasobscura.com/places/jones-bar-b-q-diner
abandoned europe,https://www.atlasobscura.com/places/valmont-butte,https://www.atlasobscura.com/places/turisalu-missile-hangar,https://www.atlasobscura.com/places/snosatra-wall-of-fame,https://www.atlasobscura.com/places/roosevelt-island-smallpox-hospital-ruins,https://www.atlasobscura.com/places/spinalonga-island,https://www.atlasobscura.com/places/abandoned-virginia-renaissance-faire,https://www.atlasobscura.com/places/castle-mont-rouge,https://www.atlasobscura.com/places/pena-national-palace,https://www.atlasobscura.com/places/devil-ish-little-things-museum,https://www.atlasobscura.com/places/buzludzha-monument,https://www.atlasobscura.com/places/kansas-city-workhouse,https://www.atlasobscura.com/places/abandoned-city-of-pripyat,https://www.atlasobscura.com/places/curtis-creek-ship-graveyard,https://www.atlasobscura.com/places/doel,https://www.atlasobscura.com/places/mina-de-sao-domingos-sao-domingos-mine
make states ferry,https://www.atlasobscura.com/places/roosevelt-island-smallpox-hospital-ruins,https://www.atlasobscura.com/places/central-railroad-of-new-jersey-terminal,https://www.atlasobscura.com/places/batterysteele-peaksisland,https://www.atlasobscura.com/places/parker-dam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 population,https://www.atlasobscura.com/places/roosevelt-island-smallpox-hospital-ruins,https://www.atlasobscura.com/places/t-daiji-daibutsuden-great-buddha-hall,https://www.atlasobscura.com/places/ghost-town-disc-golf,https://www.atlasobscura.com/places/morgan-island,https://www.atlasobscura.com/places/angel-orensanz-foundation,https://www.atlasobscura.com/places/glasgow-necropolis,https://www.atlasobscura.com/places/albino-squirrels-of-olney-illinois,https://www.atlasobscura.com/places/hirta-island-ghost-town,https://www.atlasobscura.com/places/fenway-victory-gardens,https://www.atlasobscura.com/places/memorial-to-the-murdered-jews-of-europe,https://www.atlasobscura.com/places/idaho-city,https://www.atlasobscura.com/places/black-mountain,https://www.atlasobscura.com/places/central-state-hospital,https://www.atlasobscura.com/places/castle-town-ghost-town,https://www.atlasobscura.com/places/weeki-wachee-city-live-mermaids
alone time often,https://www.atlasobscura.com/places/eastern-state-penitentiary,https://www.atlasobscura.com/places/statue-of-liberty-pont-de-grenelle,https://www.atlasobscura.com/places/the-ruins-of-rosewell-plantation-gloucester-courthouse-virginia,https://www.atlasobscura.com/places/robert-doll,https://www.atlasobscura.com/places/union-oyster-house,https://www.atlasobscura.com/places/playa-de-las-catedrales,https://www.atlasobscura.com/places/ellora-caves,https://www.atlasobscura.com/places/chatsworth-house,https://www.atlasobscura.com/places/jays-grave,https://www.atlasobscura.com/places/materials-for-the-arts,https://www.atlasobscura.com/places/thunderbird-lodge,https://www.atlasobscura.com/places/tucker-s-treehouse,https://www.atlasobscura.com/places/ferdinand-magellan,https://www.atlasobscura.com/places/point-judith-lighthouse,https://www.atlasobscura.com/places/marie-curie-s-tree
heads prisoners pot,https://www.atlasobscura.com/places/eastern-state-penitentiary,https://www.atlasobscura.com/places/rat-island,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cost pot shine,https://www.atlasobscura.com/places/eastern-state-penitentiary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
within brilliance,https://www.atlasobscura.com/places/mutter-museum,https://www.atlasobscura.com/places/stardust-motel-sign,https://www.atlasobscura.com/places/hunter-s-thompson-shrine,https://www.atlasobscura.com/places/museo-geominero,https://www.atlasobscura.com/places/isthmia-prime-hotel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
located neasy nourish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
keep journeys wooden,https://www.atlasobscura.com/places/mutter-museum,https://www.atlasobscura.com/places/notre-dame-de-bon-secours-chapel-sailors-church,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mineral desert,https://www.atlasobscura.com/places/cabots-pueblo-museum-2,https://www.atlasobscura.com/places/fly-ranch-geyser,https://www.atlasobscura.com/places/white-sands-national-park,https://www.atlasobscura.com/places/zzyzx-mineral-springs-and-healing-center,https://www.atlasobscura.com/places/tucson-mineral-and-gem-world,https://www.atlasobscura.com/places/the-spotted-lake-kliluk-osoyoos-canada,https://www.atlasobscura.com/places/carlsbad-caverns,https://www.atlasobscura.com/places/main-hot-springs,https://www.atlasobscura.com/places/alvord-desert,https://www.atlasobscura.com/places/newspaper-rock,https://www.atlasobscura.com/places/abandoned-railroad-tunnel-mineral-belt,https://www.atlasobscura.com/places/nelson-ghost-town,https://www.atlasobscura.com/places/techatticup-mine,https://www.atlasobscura.com/places/custer-ghost-town,https://www.atlasobscura.com/places/namafjall
volcanic burning,https://www.atlasobscura.com/places/fly-ranch-geyser,https://www.atlasobscura.com/places/lava-beds-national-monument,https://www.atlasobscura.com/places/rotorua-1,https://www.atlasobscura.com/places/smoking-hills,https://www.atlasobscura.com/places/burning-mountain,https://www.atlasobscura.com/places/volcanic-island-of-heimaey,https://www.atlasobscura.com/places/cave-of-the-sibyl-antro-della-sibilla,https://www.atlasobscura.com/places/thingvellir,https://www.atlasobscura.com/places/battery-cooper-bunker,https://www.atlasobscura.com/places/kawah-ijen,NA,NA,NA,NA,NA
acre drilled,https://www.atlasobscura.com/places/fly-ranch-geyser,https://www.atlasobscura.com/places/the-rattlesnake-saloon,https://www.atlasobscura.com/places/lake-peigneur,https://www.atlasobscura.com/places/ruins-of-the-columbian-cannon-foundry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
due visited canyons,https://www.atlasobscura.com/places/antelope-canyon,https://www.atlasobscura.com/places/ss-san-pasqual-shipwreck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
antelope become,https://www.atlasobscura.com/places/antelope-canyon,https://www.atlasobscura.com/places/umatilla-chemical-depot,https://www.atlasobscura.com/places/cantabrian-chamois-of-asturias,https://www.atlasobscura.com/places/pronghorn-of-f-e-warren-air-force-base,https://www.atlasobscura.com/places/tassili-najjer,https://www.atlasobscura.com/places/spencer-roberts-room,https://www.atlasobscura.com/places/okapi-taxidermy-diorama,https://www.atlasobscura.com/places/sudd-wetland-south-sudan,https://www.atlasobscura.com/places/the-fourth-plinth,https://www.atlasobscura.com/places/george-eastman-house,https://www.atlasobscura.com/places/libyan-desert-diorama,https://www.atlasobscura.com/places/brioni,https://www.atlasobscura.com/places/wnb-financial-african-safari-exhibit,NA,NA
two canyon,https://www.atlasobscura.com/places/unaweep-canyon,https://www.atlasobscura.com/places/antelope-canyon,https://www.atlasobscura.com/places/narrows,https://www.atlasobscura.com/places/ronda-spain,https://www.atlasobscura.com/places/two-guns,https://www.atlasobscura.com/places/fjadrargljufur,https://www.atlasobscura.com/places/box-canyon,https://www.atlasobscura.com/places/petra,https://www.atlasobscura.com/places/chaco-culture-national-historical-park,https://www.atlasobscura.com/places/bat-bar-in-lost-canyon-cave,https://www.atlasobscura.com/places/tonto-natural-bridge,https://www.atlasobscura.com/places/murphy-ranch,https://www.atlasobscura.com/places/apache-death-cave,https://www.atlasobscura.com/places/canyon-diablo,https://www.atlasobscura.com/places/hole-in-the-wall-outlaw-hideout
premium delightful,https://www.atlasobscura.com/places/the-elevated-acre-new-york-new-york,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
passersby one back,https://www.atlasobscura.com/places/the-elevated-acre-new-york-new-york,https://www.atlasobscura.com/places/world-famous-giant-shoe-museum,https://www.atlasobscura.com/places/man-hanging-out,https://www.atlasobscura.com/places/li-po-cocktail-lounge,https://www.atlasobscura.com/places/folk-art-park,https://www.atlasobscura.com/places/st-augustine-airplane-graveyard,https://www.atlasobscura.com/places/hidden-cells-of-newgate-prison,https://www.atlasobscura.com/places/seattles-giant-sequoia-tree,https://www.atlasobscura.com/places/guardian-lions-of-route,https://www.atlasobscura.com/places/flintstone-house-hillsborough,https://www.atlasobscura.com/places/shoe-tree-of-middlegate,https://www.atlasobscura.com/places/mother-in-law-lounge,https://www.atlasobscura.com/places/jemaa-elfna,https://www.atlasobscura.com/places/horse-at-water,https://www.atlasobscura.com/places/modern-love-club
summer city,https://www.atlasobscura.com/places/lahti-ski-jump-tower,https://www.atlasobscura.com/places/the-elevated-acre-new-york-new-york,https://www.atlasobscura.com/places/badeschiff,https://www.atlasobscura.com/places/summerhouse,https://www.atlasobscura.com/places/bannermans-castle,https://www.atlasobscura.com/places/the-singing-oak-new-orleans-louisiana,https://www.atlasobscura.com/places/sagano-bamboo-forest,https://www.atlasobscura.com/places/land-of-oz-theme-park,https://www.atlasobscura.com/places/multnomah-falls,https://www.atlasobscura.com/places/the-athenian-agora-athens-greece,https://www.atlasobscura.com/places/kochia-hill,https://www.atlasobscura.com/places/marche-jean-talon,https://www.atlasobscura.com/places/graceland-cemetery,https://www.atlasobscura.com/places/pleasure-beach,https://www.atlasobscura.com/places/izmailovo-kremlin
started best risks,https://www.atlasobscura.com/places/thor-s-well,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
near actually storms,https://www.atlasobscura.com/places/thor-s-well,https://www.atlasobscura.com/places/putangirua-pinnacles,https://www.atlasobscura.com/places/joyxee-island,https://www.atlasobscura.com/places/kopu-lighthouse-estonia,https://www.atlasobscura.com/places/jungle-jims-international-market,https://www.atlasobscura.com/places/high-point-chest-of-drawers,https://www.atlasobscura.com/places/axman-surplus,https://www.atlasobscura.com/places/epreskert-garden,https://www.atlasobscura.com/places/millennial-olive-of-arroyo-carnicero,https://www.atlasobscura.com/places/zenigata-sunae,https://www.atlasobscura.com/places/chambal-river,NA,NA,NA,NA
spectacular fills openings,https://www.atlasobscura.com/places/thor-s-well,https://www.atlasobscura.com/places/bufadero-la-garita,https://www.atlasobscura.com/places/niagara-falls-spanish-aerocar,https://www.atlasobscura.com/places/sipiso-piso,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
contributed protested,https://www.atlasobscura.com/places/seward-street-slides,https://www.atlasobscura.com/places/chauchilla-cemetery,https://www.atlasobscura.com/places/klastorisko,https://www.atlasobscura.com/places/taughannock-giant,https://www.atlasobscura.com/places/green-lakes-state-park,https://www.atlasobscura.com/places/barney-family-mausoleum,NA,NA,NA,NA,NA,NA,NA,NA,NA
native slated slides,https://www.atlasobscura.com/places/seward-street-slides,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
community tucked,https://www.atlasobscura.com/places/seward-street-slides,https://www.atlasobscura.com/places/cave-of-kelpius,https://www.atlasobscura.com/places/traveler-restaurant,https://www.atlasobscura.com/places/rainbow-falls,https://www.atlasobscura.com/places/blind-whino,https://www.atlasobscura.com/places/the-deserted-village-of-feltville-berkeley-heights-new-jersey,https://www.atlasobscura.com/places/mount-zion-cemeterys-underground-railroad-shelter,https://www.atlasobscura.com/places/abiquiu-pueblo-de-abiquiu,https://www.atlasobscura.com/places/benkyodo-japanese-confectionery-san-francisco,https://www.atlasobscura.com/places/harris-avenue-fairhaven,https://www.atlasobscura.com/places/szimpla-kert,https://www.atlasobscura.com/places/enchanted-forest-orrius,https://www.atlasobscura.com/places/bluestockings-bookstore,https://www.atlasobscura.com/places/turkey-creek-schoolhouse,https://www.atlasobscura.com/places/gottscheer-hall
collection engage kate,https://www.atlasobscura.com/places/mmuseumm-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
weapons bush spade,https://www.atlasobscura.com/places/mmuseumm-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
around refreshed 800,https://www.atlasobscura.com/places/mmuseumm-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
become away room,https://www.atlasobscura.com/places/ghibli-museum,https://www.atlasobscura.com/places/orfield-labs-quiet-chamber,https://www.atlasobscura.com/places/craig-e-clair-castle,https://www.atlasobscura.com/places/rimsky-korsakoffee-house-skb,https://www.atlasobscura.com/places/nicolas-cage-s-pyramid-tomb,https://www.atlasobscura.com/places/musee-edith-piaf,https://www.atlasobscura.com/places/city-west-ghost-town,https://www.atlasobscura.com/places/thomas-wolfe-memorial,https://www.atlasobscura.com/places/rice-northwest-museum-of-rocks-and-minerals,https://www.atlasobscura.com/places/panama-hotel-and-tea-shop,https://www.atlasobscura.com/places/chef-volas,https://www.atlasobscura.com/places/john-wayne-s-birthplace,https://www.atlasobscura.com/places/broadway-tower,https://www.atlasobscura.com/places/abandoned-deertrail-resort,https://www.atlasobscura.com/places/basin-park-hotel
film figure,https://www.atlasobscura.com/places/ghibli-museum,https://www.atlasobscura.com/places/gods-own-junkyard,https://www.atlasobscura.com/places/catacombes-de-paris,https://www.atlasobscura.com/places/museum-vampires,https://www.atlasobscura.com/places/indiana-jones-home,https://www.atlasobscura.com/places/lake-view-cemetery,https://www.atlasobscura.com/places/design-panoptikum,https://www.atlasobscura.com/places/count-orlok-s-nightmare-gallery,https://www.atlasobscura.com/places/life-underground,https://www.atlasobscura.com/places/oregon-state-hospital-museum-of-mental-health,https://www.atlasobscura.com/places/witchs-dungeon,https://www.atlasobscura.com/places/screen-novelties,https://www.atlasobscura.com/places/last-resort,https://www.atlasobscura.com/places/el-ateneo-grand-splendid,https://www.atlasobscura.com/places/il-giardino-dei-tarocchi
picnic nthere,https://www.atlasobscura.com/places/brighton-bazaar-brooklyn-eastern-european-market,https://www.atlasobscura.com/places/puzzlewood,https://www.atlasobscura.com/places/eyrie-house-ruins,https://www.atlasobscura.com/places/florida-caverns-state-park,https://www.atlasobscura.com/places/ghibli-museum,https://www.atlasobscura.com/places/martini-junction,https://www.atlasobscura.com/places/the-monsters-of-bomarzo-bomarzo-italy,https://www.atlasobscura.com/places/providence-canyon-state-outdoor-recreation-area,https://www.atlasobscura.com/places/schoolhouse-beach,https://www.atlasobscura.com/places/cathedral-park,https://www.atlasobscura.com/places/jones-bar-b-q-vending-machine,https://www.atlasobscura.com/places/snoqualmie-tunnel,https://www.atlasobscura.com/places/tinglewood-carvings,https://www.atlasobscura.com/places/lone-tree-of-lake-wanaka,https://www.atlasobscura.com/places/los-feliz-murder-mansion
nas southeastern,https://www.atlasobscura.com/places/bare-dark-sky-observatory,https://www.atlasobscura.com/places/bridgestone-arena-smilodon-bones,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bizarre involved 7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
southeastern fence moved,https://www.atlasobscura.com/places/spreepark,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
centuries dedicated,https://www.atlasobscura.com/places/edward-dean-museum-and-gardens,https://www.atlasobscura.com/places/self-taught-genius-gallery,https://www.atlasobscura.com/places/twinings-tea-shop,https://www.atlasobscura.com/places/the-mithraeum-at-circus-maximus-rome-italy,https://www.atlasobscura.com/places/livraria-bertrand,https://www.atlasobscura.com/places/catacombs-of-san-gennaro,https://www.atlasobscura.com/places/st-valentines-skull,https://www.atlasobscura.com/places/cats-museum,https://www.atlasobscura.com/places/temple-of-portunus,https://www.atlasobscura.com/places/museo-del-manicomio-san-servolo-insane-asylum-museum,https://www.atlasobscura.com/places/schubert-club-museum-of-musical-instruments,https://www.atlasobscura.com/places/temple-of-hercules-victor,https://www.atlasobscura.com/places/grotto-church-of-saint-michael,https://www.atlasobscura.com/places/iga-ryu-ninja-museum,https://www.atlasobscura.com/places/wolf-conservation-center
today merchant,https://www.atlasobscura.com/places/twinings-tea-shop,https://www.atlasobscura.com/places/palau-dalmases,https://www.atlasobscura.com/places/teylers-museum,https://www.atlasobscura.com/places/wagner-free-institute,https://www.atlasobscura.com/places/kramerbrucke,https://www.atlasobscura.com/places/kinzua-bridge,https://www.atlasobscura.com/places/timothy-demonbreun-s-cave,https://www.atlasobscura.com/places/the-luling-mansion-new-orleans-louisiana,https://www.atlasobscura.com/places/hammond-castle-museum,https://www.atlasobscura.com/places/dry-tortugas,https://www.atlasobscura.com/places/algerian-coffee-stores,https://www.atlasobscura.com/places/chutters-candy-store,https://www.atlasobscura.com/places/the-embassy-of-the-republic-of-texas-london-england,https://www.atlasobscura.com/places/the-white-horse-tavern-newport,https://www.atlasobscura.com/places/boon-island-light
first introduced,https://www.atlasobscura.com/places/twinings-tea-shop,https://www.atlasobscura.com/places/mescaline-grove,https://www.atlasobscura.com/places/museum-of-pop-culture,https://www.atlasobscura.com/places/clingmans-dome,https://www.atlasobscura.com/places/mount-rogers,https://www.atlasobscura.com/places/pelicans-of-st-james-s-park,https://www.atlasobscura.com/places/221b-baker-street,https://www.atlasobscura.com/places/the-big-mac-museum-irwin-pennsylvania,https://www.atlasobscura.com/places/camp-nobebosco,https://www.atlasobscura.com/places/sewers-of-barcelona,https://www.atlasobscura.com/places/the-last-shell-oil-clamshell-station-2-winston-salem-north-carolina,https://www.atlasobscura.com/places/los-angeles-science-fantasy-society,https://www.atlasobscura.com/places/graveface-museum-2,https://www.atlasobscura.com/places/tintagel-castle,https://www.atlasobscura.com/places/eastern-state-hospital
